name, starred_at, full_name, owner_name, owner_avatar_url, description, homepage, stargazers_count, forks_count, open_issues_count, license_name, topics, created_at, updated_at, pushed_at, archived
"TiddlyDesktop","2022-09-01T18:43:09Z","TiddlyWiki/TiddlyDesktop","TiddlyWiki","https://avatars.githubusercontent.com/u/79505?v=4","A custom desktop browser for TiddlyWiki 5 and TiddlyWiki Classic, based on nw.js","",1340,112,124,,"javascript, nwjs, tiddlywiki","2014-01-08T18:08:31Z","2022-09-01T18:43:10Z","2022-08-26T13:28:07Z",false
"tanya-data-viz","2022-09-01T12:39:30Z","tashapiro/tanya-data-viz","tashapiro","https://avatars.githubusercontent.com/u/44143974?v=4","Personal data visualization side projects.","",156,27,1,,"data-visualization, r","2022-02-15T16:24:38Z","2022-09-03T15:40:42Z","2022-09-01T07:49:26Z",false
"movenotes","2022-08-31T14:35:03Z","renesugar/movenotes","renesugar","https://avatars.githubusercontent.com/u/633379?v=4",,,3,2,2,"MIT License","apple-notes, joplin, migration-tool","2020-05-23T21:28:33Z","2022-08-31T14:35:03Z","2022-07-29T23:16:21Z",false
"readnotes","2022-08-31T14:34:41Z","renesugar/readnotes","renesugar","https://avatars.githubusercontent.com/u/633379?v=4",,,6,4,1,"MIT License","apple-notes, migration-tool","2020-05-23T21:30:22Z","2022-08-31T14:34:42Z","2021-09-21T01:01:51Z",false
"rust_serialization_benchmark","2022-08-31T14:20:07Z","djkoloski/rust_serialization_benchmark","djkoloski","https://avatars.githubusercontent.com/u/7554649?v=4","Benchmarks for rust serialization frameworks","",146,17,7,,"","2021-03-09T17:50:16Z","2022-08-31T14:25:17Z","2022-07-24T02:41:05Z",false
"flat-ui","2022-08-31T01:33:07Z","githubocto/flat-ui","githubocto","https://avatars.githubusercontent.com/u/68357280?v=4",,"",344,14,4,"MIT License","flat-data","2021-03-17T17:49:04Z","2022-08-31T01:33:07Z","2022-06-16T13:50:30Z",false
"vscode-data-table","2022-08-31T01:31:24Z","RandomFractals/vscode-data-table","RandomFractals","https://avatars.githubusercontent.com/u/656833?v=4","Data Table 🈸 , Flat Data Grid 中 & Data Summary 🈷️ Renderers for VSCode Notebook 📓 Cell ⌗ Data Outputs","https://marketplace.visualstudio.com/items?itemName=RandomFractalsInc.vscode-data-table",6,0,10,"Apache License 2.0","cell, data, data-summary, flat-data, geo, notebook, output, renderer, table, view, viewer, vscode","2021-05-11T12:57:36Z","2022-09-03T10:25:27Z","2022-09-02T14:17:20Z",false
"gh-action-data-scraping","2022-08-31T01:08:38Z","sw-yx/gh-action-data-scraping","sw-yx","https://avatars.githubusercontent.com/u/6764957?v=4","this shows how to use github actions to do periodic data scraping","https://www.swyx.io/github-scraping/",160,30,3,"MIT License","cron, gh-actions, git-scraping","2020-01-21T20:25:25Z","2022-08-31T01:08:38Z","2022-09-03T15:00:48Z",false
"sveltekit-monorepo","2022-08-31T01:06:43Z","sw-yx/sveltekit-monorepo","sw-yx","https://avatars.githubusercontent.com/u/6764957?v=4","sveltekit + turborepo + histoire in a turborepo",,21,1,1,"MIT License","","2022-08-28T05:09:30Z","2022-09-02T09:30:55Z","2022-08-29T02:18:39Z",false
"nix","2022-08-31T01:05:28Z","NixOS/nix","NixOS","https://avatars.githubusercontent.com/u/487568?v=4","Nix, the purely functional package manager","https://nixos.org/",6685,977,1764,"GNU Lesser General Public License v2.1","c-plus-plus, declarative-language, functional-programming, nix, package-manager","2012-02-08T10:17:59Z","2022-09-03T12:09:09Z","2022-09-03T05:32:54Z",false
"excalibrain","2022-08-31T01:00:18Z","zsviczian/excalibrain","zsviczian","https://avatars.githubusercontent.com/u/14358394?v=4","A graph view to navigate your Obsidian vault",,225,6,38,"MIT License","","2022-04-18T06:58:09Z","2022-09-03T08:32:23Z","2022-08-29T19:51:07Z",false
"flatbush","2022-08-31T00:59:54Z","mourner/flatbush","mourner","https://avatars.githubusercontent.com/u/25395?v=4","A very fast static spatial index for 2D points and rectangles in JavaScript 🌱","",1167,54,6,"ISC License","algorithm, computational-geometry, data-structures, javascript, r-tree, spatial-index","2018-02-27T08:57:21Z","2022-09-03T14:02:27Z","2022-08-30T14:31:48Z",false
"ts-prune","2022-08-31T00:21:38Z","nadeesha/ts-prune","nadeesha","https://avatars.githubusercontent.com/u/2942312?v=4","Find unused exports in a typescript project. 🛀","",1255,47,7,"MIT License","typescript, utility","2019-04-26T22:46:36Z","2022-09-03T05:38:13Z","2022-08-11T21:39:27Z",false
"laion-aesthetic-datasette","2022-08-31T00:20:31Z","simonw/laion-aesthetic-datasette","simonw","https://avatars.githubusercontent.com/u/9599?v=4","Use Datasette to explore LAION improved_aesthetics_6plus training data used by Stable DIffusion","https://laion-aesthetic.datasette.io",24,1,2,,"datasette, laion, stable-diffusion","2022-08-27T03:36:47Z","2022-09-02T13:14:36Z","2022-08-30T21:26:34Z",false
"server","2022-08-30T01:06:17Z","traggo/server","traggo","https://avatars.githubusercontent.com/u/45718649?v=4","self-hosted tag-based time tracking","https://traggo.net",499,27,35,"GNU General Public License v3.0","freesoftware, golang, privacy, self-hosted, selfhosted, time, timetracker, timetracking","2018-12-08T17:58:45Z","2022-08-31T22:41:00Z","2022-05-20T15:05:46Z",false
"mirotalk","2022-08-30T00:33:47Z","miroslavpejic85/mirotalk","miroslavpejic85","https://avatars.githubusercontent.com/u/70838434?v=4","🚀 WebRTC - P2P - Simple, Secure, Fast Real-Time Video Conferences Up to 4k and 60fps, compatible with all browsers and platforms.","https://p2p.mirotalk.com",1254,255,1,"GNU Affero General Public License v3.0","browser, conference, conferencing, decentralized, html-css-javascript, meeting, nodejs, p2p, peerjs, screensharing, streaming, video-call, video-chat, video-conferencing, webapp, webrtc, webrtc-call, webrtc-demos, webrtc-video, zoom-clone","2021-01-01T21:31:15Z","2022-09-03T06:41:21Z","2022-09-03T09:26:38Z",false
"octo","2022-08-29T23:41:32Z","voracious/octo","voracious","https://avatars.githubusercontent.com/u/922012?v=4","Build your knowledge base","https://octo.app",257,17,19,"MIT License","hacktoberfest, javascript, markdown-editor, note-taking, notes, offline-first, pwa, technical-writing, vim, vue, vuejs, writing","2020-07-22T20:38:52Z","2022-08-29T23:41:32Z","2022-08-30T14:13:04Z",false
"jsoncrack.com","2022-08-29T22:28:01Z","AykutSarac/jsoncrack.com","AykutSarac","https://avatars.githubusercontent.com/u/47941171?v=4","🔮 Seamlessly visualize your JSON data instantly into graphs; paste, import or fetch!","https://jsoncrack.com",8132,346,17,"MIT License","graph, json, jsoncrack, nextjs, react, tool, visualization","2022-01-30T15:25:18Z","2022-09-03T15:35:16Z","2022-09-03T15:35:41Z",false
"ruffle","2022-08-29T22:25:54Z","ruffle-rs/ruffle","ruffle-rs","https://avatars.githubusercontent.com/u/50037962?v=4","A Flash Player emulator written in Rust","https://ruffle.rs",10568,499,1906,"Other","emulator, flash, hacktoberfest, reimplementation, rust, swf","2019-04-25T17:53:32Z","2022-09-03T13:42:19Z","2022-09-03T12:14:29Z",false
"pepper","2022-08-29T13:25:31Z","vamolessa/pepper","vamolessa","https://avatars.githubusercontent.com/u/1696072?v=4","A simple and opinionated modal code editor for your terminal","https://vamolessa.github.io/pepper/",260,14,9,"GNU General Public License v3.0","editor, lua-script, rust-lang, terminal-based, tui","2020-04-01T13:54:13Z","2022-08-29T13:25:32Z","2022-09-03T02:40:39Z",false
"react-design-editor","2022-08-29T13:10:13Z","layerhub-io/react-design-editor","layerhub-io","https://avatars.githubusercontent.com/u/108345323?v=4","Image, Presentation and Video editor. React design editor using fabric.js. Canva clone","https://editor.layerhub.io",949,67,18,"MIT License","canva-clone, design-editor, fabricjs, graphic-editor, image-editor, presentation-editor, scenify, video-editor","2022-07-21T14:31:36Z","2022-09-03T13:04:57Z","2022-09-02T21:59:35Z",false
"feathers-casl","2022-08-29T13:05:14Z","fratzinger/feathers-casl","fratzinger","https://avatars.githubusercontent.com/u/22286818?v=4","feathers.js + casl: hooks & channels","https://feathers-casl.netlify.app/",26,14,28,"MIT License","acl, authorization, casl, feathersjs, nodejs, permissions, typescript","2021-01-15T18:29:13Z","2022-08-29T13:05:14Z","2022-08-31T03:21:55Z",false
"upscayl","2022-08-29T12:34:40Z","upscayl/upscayl","upscayl","https://avatars.githubusercontent.com/u/112148288?v=4","🆙 Upscayl - Free and Open Source AI Image Upscaler for Linux, MacOS and Windows built with Linux-First philosophy.","",4093,82,13,"GNU Affero General Public License v3.0","ai, electron, esrgan, gigapixel, gigapixel-images, image, image-upscaling, topaz, upscale, upscalerimage, upscayl","2022-07-30T17:19:20Z","2022-09-03T15:10:10Z","2022-09-01T14:58:14Z",false
"y-workers","2022-08-29T12:33:09Z","threepointone/y-workers","threepointone","https://avatars.githubusercontent.com/u/18808?v=4","A Yjs backend on Cloudflare Workers",,23,3,0,,"","2022-08-29T10:38:28Z","2022-08-31T06:15:22Z","2022-08-29T21:32:32Z",false
"grist-core","2022-08-28T15:25:39Z","gristlabs/grist-core","gristlabs","https://avatars.githubusercontent.com/u/19978005?v=4"," Grist is the evolution of spreadsheets. ","https://support.getgrist.com",3237,149,120,"Apache License 2.0","awesome, database, spreadsheet","2020-05-22T06:16:02Z","2022-09-03T01:12:29Z","2022-09-02T10:17:18Z",false
"svelte-headless-table","2022-08-28T13:26:02Z","bryanmylee/svelte-headless-table","bryanmylee","https://avatars.githubusercontent.com/u/42545742?v=4","Unopinionated and extensible data tables for Svelte","https://svelte-headless-table.bryanmylee.com/",95,5,1,"MIT License","datatable, expanding, filtering, grouping, headless, hiding, ordering, plugin, resizing, selecting, sorting, svelte, sveltejs, table","2022-04-12T09:30:33Z","2022-08-28T13:26:02Z","2022-08-13T17:34:54Z",false
"ka-table","2022-08-28T13:00:46Z","komarovalexander/ka-table","komarovalexander","https://avatars.githubusercontent.com/u/17903747?v=4","Lightweight MIT React Table component with Sorting, Filtering, Grouping, Virtualization, Editing and many more","http://ka-table.com",336,25,5,"MIT License","component, datagrid, datatable, grid, javascript, js, react, table, ts, typescript, ui-components, widget","2019-09-25T18:21:49Z","2022-09-01T08:24:30Z","2022-08-21T16:24:31Z",false
"react-datasheet-grid","2022-08-27T20:51:25Z","nick-keller/react-datasheet-grid","nick-keller","https://avatars.githubusercontent.com/u/2682443?v=4","An Airtable-like / Excel-like component to create beautiful spreadsheets.","",141,49,8,"MIT License","excel, grid, react, spreadsheet, table","2020-11-16T18:27:56Z","2022-09-02T04:32:00Z","2022-08-22T07:30:11Z",false
"moon","2022-08-26T11:02:46Z","moonrepo/moon","moonrepo","https://avatars.githubusercontent.com/u/102833400?v=4","A build system for the JavaScript ecosystem, written in Rust.","https://moonrepo.dev",948,19,14,"MIT License","build-system, build-tool, ci-cd, javascript, nodejs, rust, typescript, workspace","2021-10-23T18:18:15Z","2022-09-03T15:44:06Z","2022-09-03T11:33:29Z",false
"stemroller","2022-08-26T10:58:47Z","stemrollerapp/stemroller","stemrollerapp","https://avatars.githubusercontent.com/u/109014363?v=4","Isolate vocals, drums, bass, and other instrumental stems from any song","https://www.stemroller.com",1531,38,7,"Other","audio-processing, bass, deep-learning, demucs, drums, electron, javascript, machine-learning, python, source-separation, vocals","2022-07-10T05:47:38Z","2022-09-03T06:59:57Z","2022-08-22T05:48:02Z",false
"crawlee","2022-08-26T10:58:12Z","apify/crawlee","apify","https://avatars.githubusercontent.com/u/24586296?v=4","Crawlee—A web scraping and browser automation library for Node.js that helps you build reliable crawlers. Fast.","https://crawlee.dev",6169,296,66,"Apache License 2.0","apify, automation, crawler, crawling, headless, headless-chrome, javascript-library, npm, puppeteer, rpa, scraper, scraping, web-crawler, web-crawling, web-scraping","2016-08-26T18:35:03Z","2022-09-03T15:12:12Z","2022-09-03T13:26:06Z",false
"conflict-free-sqlite","2022-08-26T10:57:33Z","tantaman/conflict-free-sqlite","tantaman","https://avatars.githubusercontent.com/u/1009003?v=4",,,117,0,1,,"","2022-07-24T01:15:54Z","2022-09-03T14:09:29Z","2022-08-27T11:06:16Z",false
"ChezScheme","2022-08-26T02:14:54Z","cisco/ChezScheme","cisco","https://avatars.githubusercontent.com/u/1376999?v=4","Chez Scheme ",,6418,959,129,"Apache License 2.0","","2016-04-14T19:10:25Z","2022-09-03T01:55:00Z","2022-08-26T01:34:44Z",false
"xit","2022-08-26T02:10:49Z","jotaen/xit","jotaen","https://avatars.githubusercontent.com/u/3618384?v=4","A plain-text file format for todos and check lists","https://xit.jotaen.net",919,9,3,,"check-list, file-format, plain-text, specification, todo","2022-03-25T17:17:48Z","2022-09-03T07:16:49Z","2022-06-17T06:35:50Z",false
"devbox","2022-08-26T01:02:02Z","jetpack-io/devbox","jetpack-io","https://avatars.githubusercontent.com/u/65328393?v=4","Instant, easy, predictable shells and containers.","",3165,37,20,"Apache License 2.0","build-system, build-tool, buildpack, containers, dev-environment, devbox, development-environment, nix, venv, virtual-environment, virtualization","2022-08-18T20:27:16Z","2022-09-03T15:37:13Z","2022-09-03T13:07:40Z",false
"localforage","2022-08-25T15:01:07Z","feathersjs-offline/localforage","feathersjs-offline","https://avatars.githubusercontent.com/u/74452706?v=4","A FeathersJS standard CRUD adapter wrapping localForage to simplify storage in IndexedDB, WebSQL, and LocalStorage.","https://feathersjs-offline.github.io/docs/",5,3,4,"MIT License","feathersjs, mobile, offline-first","2021-06-08T08:11:28Z","2022-08-25T15:01:07Z","2022-08-30T07:30:30Z",false
"TypeState","2022-08-24T21:08:50Z","eonarheim/TypeState","eonarheim","https://avatars.githubusercontent.com/u/612071?v=4","A strongly typed finite state machine for TypeScript","http://eonarheim.github.io/TypeState/example/",259,29,15,"BSD 2-Clause ""Simplified"" License","","2014-05-01T00:31:29Z","2022-08-24T21:08:50Z","2022-05-25T23:13:45Z",false
"octosql","2022-08-23T14:28:54Z","cube2222/octosql","cube2222","https://avatars.githubusercontent.com/u/7013055?v=4","OctoSQL is a query tool that allows you to join, analyse and transform data from multiple databases and file formats using SQL.","",3979,172,21,"Mozilla Public License 2.0","cli, csv, data-analysis, go, golang, json, mysql, nosql, postgresql, query, query-engine, redis, sql","2019-03-03T13:59:25Z","2022-09-03T07:37:55Z","2022-08-28T14:51:21Z",false
"sqlite3vfshttp","2022-08-23T14:16:06Z","psanford/sqlite3vfshttp","psanford","https://avatars.githubusercontent.com/u/33375?v=4","Go sqlite3 http vfs: query sqlite databases over http with range headers",,60,4,0,"MIT License","","2021-08-01T02:05:30Z","2022-09-02T15:12:09Z","2022-08-27T15:39:43Z",false
"mvsqlite","2022-08-23T14:10:36Z","losfair/mvsqlite","losfair","https://avatars.githubusercontent.com/u/6104981?v=4","Distributed, MVCC SQLite that runs on FoundationDB.","https://github.com/losfair/mvsqlite/wiki",722,18,11,"Apache License 2.0","database, rust","2022-07-25T16:45:08Z","2022-09-03T13:12:20Z","2022-09-03T08:26:58Z",false
"graphique","2022-08-23T13:54:32Z","coady/graphique","coady","https://avatars.githubusercontent.com/u/7234196?v=4","GraphQL service for arrow tables and parquet data sets.","https://coady.github.io/graphique",35,3,0,"Other","arrow, graphql, parquet","2020-02-29T02:42:32Z","2022-08-31T08:34:32Z","2022-09-03T15:43:56Z",false
"fs","2022-08-23T06:00:10Z","wholebuzz/fs","wholebuzz","https://avatars.githubusercontent.com/u/80602735?v=4","Javascript file system interface with with atomic primitives and implementations for GCP, AWS, and Local filesystem","",10,2,0,,"","2021-05-27T21:50:13Z","2022-08-23T06:00:10Z","2022-05-20T20:28:37Z",false
"substrait","2022-08-23T05:51:41Z","substrait-io/substrait","substrait-io","https://avatars.githubusercontent.com/u/90011382?v=4","A cross platform way to express data transformation, relational algebra, standardized record expression and plans.","",422,74,43,"Apache License 2.0","","2021-08-31T21:40:13Z","2022-09-03T13:40:23Z","2022-09-02T20:09:48Z",false
"rill-developer","2022-08-23T02:24:05Z","rilldata/rill-developer","rilldata","https://avatars.githubusercontent.com/u/101689787?v=4","a tool that makes it effortless to transform and explore your datasets with SQL, powered by DuckDB","",405,21,104,"Apache License 2.0","csv, dataviz, duckdb, nodejs, parquet, parquet-tools, svelte, sveltejs, sveltekit","2021-12-09T03:10:31Z","2022-09-02T00:42:57Z","2022-09-02T17:30:09Z",false
"tad","2022-08-23T02:18:22Z","antonycourtney/tad","antonycourtney","https://avatars.githubusercontent.com/u/4683413?v=4","A desktop application for viewing and analyzing tabular data","http://tadviewer.com",2368,112,94,,"csv, data-analysis, data-science, database, desktop-application, duckdb, parquet-viewer, pivot-tables, pivots, tabular-data","2016-10-24T18:59:04Z","2022-08-30T18:48:04Z","2022-08-24T14:47:03Z",false
"sqlite-lines","2022-08-22T23:20:36Z","asg017/sqlite-lines","asg017","https://avatars.githubusercontent.com/u/15178711?v=4","A SQLite extension for reading large files line-by-line (NDJSON, logs, txt, etc.)","",323,9,11,"MIT License","sqlite, sqlite-extension","2022-04-25T19:11:46Z","2022-08-22T23:20:36Z","2022-09-02T18:42:42Z",false
"faros-community-edition","2022-08-22T17:53:21Z","faros-ai/faros-community-edition","faros-ai","https://avatars.githubusercontent.com/u/55113163?v=4","BI, API and Automation layer for your Engineering Operations data","https://community.faros.ai",225,25,6,"Apache License 2.0","airbyte, analytics, business-analytics, business-intelligence, cicd, dbt, developer-productivity, devops, dora, engineering-operations, engops, engprod, faros, hasura, incident-management, metrics, sdlc, space, tasks-management, version-control","2022-02-24T01:47:12Z","2022-08-27T16:45:56Z","2022-09-02T18:15:24Z",false
"airbyte-connectors","2022-08-22T17:52:10Z","faros-ai/airbyte-connectors","faros-ai","https://avatars.githubusercontent.com/u/55113163?v=4","Airbyte connectors (sources & destinations) + Airbyte CDK for JavaScript/TypeScript","",40,28,41,"Apache License 2.0","airbyte, airbyte-cdk, airbyte-connectors, airbyte-destinations, airbyte-sources, cdk, cicd, connectors, elt, etl, faros, javascript, npm, sdlc, typescript","2021-08-04T17:06:19Z","2022-08-28T16:37:02Z","2022-09-02T22:26:08Z",false
"cli","2022-08-22T04:39:38Z","cli/cli","cli","https://avatars.githubusercontent.com/u/59704711?v=4","GitHub’s official command line tool","https://cli.github.com",29698,4084,397,"MIT License","cli, git, github-api-v4, golang","2019-10-03T15:24:53Z","2022-09-03T15:36:30Z","2022-09-03T00:24:11Z",false
"dsq","2022-08-21T16:45:16Z","multiprocessio/dsq","multiprocessio","https://avatars.githubusercontent.com/u/85761715?v=4","Commandline tool for running SQL queries against JSON, CSV, Excel, Parquet, and more.","",2730,100,14,"Other","cli, csv, excel, golang, json, openoffice-calc, parquet, sql, tsv","2022-01-10T23:26:55Z","2022-09-02T14:35:28Z","2022-08-31T21:18:23Z",false
"codejar","2022-08-21T16:28:32Z","antonmedv/codejar","antonmedv","https://avatars.githubusercontent.com/u/141232?v=4","An embeddable code editor for the browser 🍯","https://medv.io/codejar/",1242,87,15,"MIT License","code-editor","2020-03-31T13:01:35Z","2022-09-03T01:19:11Z","2022-08-30T14:51:36Z",false
"dataloader","2022-08-21T16:21:16Z","feathersjs-ecosystem/dataloader","feathersjs-ecosystem","https://avatars.githubusercontent.com/u/32400533?v=4",,,1,1,0,"MIT License","","2022-08-20T20:50:51Z","2022-08-21T19:59:21Z","2022-09-01T18:29:24Z",false
"vosk-api","2022-08-21T16:17:45Z","alphacep/vosk-api","alphacep","https://avatars.githubusercontent.com/u/26358566?v=4","Offline speech recognition API for Android, iOS, Raspberry Pi and servers with Python, Java, C# and Node","",4511,738,264,"Apache License 2.0","android, asr, deep-learning, deep-neural-networks, deepspeech, google-speech-to-text, ios, kaldi, offline, privacy, python, raspberry-pi, speaker-identification, speaker-verification, speech-recognition, speech-to-text, speech-to-text-android, stt, voice-recognition, vosk","2019-09-03T17:48:42Z","2022-09-03T03:28:25Z","2022-09-01T10:48:42Z",false
"twitter-thread-reader","2022-08-20T20:57:42Z","satansdeer/twitter-thread-reader","satansdeer","https://avatars.githubusercontent.com/u/450319?v=4",,,4,0,0,,"","2021-05-06T17:31:28Z","2022-08-31T15:04:59Z","2021-05-14T16:53:35Z",false
"threadbare","2022-08-20T20:57:11Z","mssen/threadbare","mssen","https://avatars.githubusercontent.com/u/18428831?v=4","A thread scraper for Twitter.",,1,0,12,"MIT License","","2021-02-09T20:54:42Z","2022-08-20T20:57:11Z","2022-08-29T07:18:52Z",false
"tweetic","2022-08-20T16:14:52Z","zernonia/tweetic","zernonia","https://avatars.githubusercontent.com/u/59365435?v=4","Convert Tweets to Static HTML","https://tweetic.io/",181,10,7,"MIT License","nuxt3, static-tweet, tweets, twitter, vue3","2022-05-11T02:42:26Z","2022-08-27T12:21:26Z","2022-06-29T15:28:34Z",false
"static-tweet","2022-08-20T16:08:53Z","lfades/static-tweet","lfades","https://avatars.githubusercontent.com/u/4278345?v=4",,"https://static-tweet.vercel.app",597,101,8,"MIT License","","2020-03-15T17:09:15Z","2022-09-02T14:13:03Z","2022-07-25T03:19:07Z",false
"spark-joy","2022-08-20T14:40:33Z","sw-yx/spark-joy","sw-yx","https://avatars.githubusercontent.com/u/6764957?v=4","✨😂 2000+ ways to add design flair, user delight, and whimsy to your product.","https://www.learninpublic.org/",7365,269,5,"MIT License","awesome-list, css, design","2019-05-02T04:21:03Z","2022-09-02T21:40:28Z","2022-09-01T05:08:11Z",false
"spartan-schema","2022-08-20T14:37:55Z","ar-nelson/spartan-schema","ar-nelson","https://avatars.githubusercontent.com/u/2817092?v=4","Ultra-minimal JSON schemas with Typescript inference","",414,1,0,"Other","json, json-schema, schema","2021-03-19T03:37:56Z","2022-09-03T14:41:43Z","2022-07-29T13:38:04Z",false
"pdfme","2022-08-20T14:29:29Z","pdfme/pdfme","pdfme","https://avatars.githubusercontent.com/u/98731925?v=4","A TypeScript based PDF generator library, made with React.","https://pdfme.com",579,37,19,"MIT License","pdf, pdf-designer, pdf-generation, pdf-viewer, react, typescript","2021-08-22T08:45:56Z","2022-09-02T14:05:21Z","2022-06-24T11:14:57Z",false
"system-design","2022-08-18T12:00:58Z","karanpratapsingh/system-design","karanpratapsingh","https://avatars.githubusercontent.com/u/29705703?v=4","Learn how to design systems at scale and prepare for system design interviews","https://www.karanpratapsingh.com/courses/system-design",9617,616,2,"Other","architecture, distributed-systems, engineering, interview, interview-preparation, scalability, system-design, system-design-interview, tech","2022-08-15T18:59:54Z","2022-09-03T15:39:18Z","2022-09-03T09:30:27Z",false
"astro-compress","2022-08-17T13:19:29Z","NikolaRHristov/astro-compress","NikolaRHristov","https://avatars.githubusercontent.com/u/90222871?v=4","🗜️ AstroJS compression utilities. Compress CSS, HTML, JavaScript and more.","",55,3,0,"Other","astro, compress, compression, css, csso, html-minifier-terser, image, javascript, minify, sharp, terser","2022-05-08T04:16:33Z","2022-09-02T10:16:51Z","2022-09-03T00:13:09Z",false
"trystero","2022-08-17T13:19:16Z","dmotz/trystero","dmotz","https://avatars.githubusercontent.com/u/302080?v=4","📯 Serverless WebRTC matchmaking for painless P2P — Make any site multiplayer in a few lines — Use BitTorrent, IPFS, or Firebase","https://oxism.com/trystero",159,22,8,"MIT License","bittorrent, chat, dapp, decentralized, firebase, ipfs, javascript, matchmaking, p2p, pairing, peer-to-peer, realtime, serverless, signaling, signalling, web3, webrtc, webtorrent","2020-10-26T00:11:07Z","2022-08-28T16:18:48Z","2022-08-13T17:00:40Z",false
"merch","2022-08-17T13:17:34Z","denoland/merch","denoland","https://avatars.githubusercontent.com/u/42048915?v=4","The Deno shop!","https://merch.deno.com/",131,18,3,,"","2022-05-23T13:49:47Z","2022-09-03T07:26:29Z","2022-08-29T20:02:29Z",false
"react-mosaic","2022-08-17T13:17:09Z","nomcopter/react-mosaic","nomcopter","https://avatars.githubusercontent.com/u/1079273?v=4","A React tiling window manager","https://nomcopter.github.io/react-mosaic/",3200,193,21,"Other","react, tiling-window-manager, typescript, window-manager","2017-03-23T15:51:26Z","2022-09-02T20:08:54Z","2022-08-03T16:26:41Z",false
"trpc-openapi","2022-08-16T20:40:16Z","jlalmes/trpc-openapi","jlalmes","https://avatars.githubusercontent.com/u/69924001?v=4","OpenAPI support for tRPC 🧩","https://www.npmjs.com/package/trpc-openapi",367,10,13,"MIT License","nodejs, openapi, rest, swagger, trpc, typescript","2022-05-04T12:33:51Z","2022-09-03T04:24:29Z","2022-08-31T15:59:48Z",false
